dataset_doi,n_code_files,total_lines,has_interactions,has_ml_het,has_hierarchical,max_interactions,max_ml_het,max_hierarchical,name,description,published_at
doi:10.7910/DVN/MYDZNF,1,181,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Born Weak, Growing Strong: Anti-Government Protests as a Signal of Rebel Strength in the Context of Civil Wars","All rebel organizations start weak, but how do they grow and achieve favorable conflict outcomes? We present a theoretical model that allows for rebel organizations to gain support beyond their `core' and build their bargaining power during fighting. We highlight that rebel organizations need to win over crucial parts of society to generate the necessary support that allows them to attain favorable civil conflict outcomes. We find empirical support for the argument that low income individuals who initially fight the government (rebel organizations) have to convince middle-class individuals to turn out against the government to gain government concessions. Empirically, we demonstrate that government concessions in the form of peace agreements and the onset of negotiations become more likely when protest occurs in the context of civil conflicts.",2018-02-12T14:39:54Z
doi:10.7910/DVN/MYF97D,5,1081,FALSE,FALSE,TRUE,0,0,1,The Partisan Logic of City Mobilization: Evidence From State Lobbying Disclosures,"Why do local governments sometimes hire lobbyists to represent them in other levels of government? I argue that such mobilization efforts depend in part on the policy congruence between localities and their elected delegates in the legislature. I provide evidence consistent with this theory by examining how municipal governments in the U.S. respond to partisan and ideological mismatches with their state legislators---a common representational challenge. Using almost a decade of original panel data on municipal lobbying in all 50 states, I employ difference-in-differences and a regression discontinuity design to demonstrate that cities are significantly more likely to hire lobbyists when their districts elect non co-partisan state representatives. The results are broadly consistent with a model of intergovernmental mobilization in which local officials purchase advocacy to compensate for the preference gaps that sometimes emerge in multilevel government.",2020-02-11T08:01:22Z
doi:10.7910/DVN/MYM5OB,30,3738,TRUE,FALSE,TRUE,1,0,1,Replication Data for: Measuring Agenda Setting in Interactive Political Communication,"While strategies exist to measure actors' efforts to set policy, media, and lawmaking agendas, political scientists lack a method for identifying and accurately measuring another form of agenda setting that lies under the surface anytime two people talk. Within interactions, such as debates, deliberations, and discussions, actors can set the agenda by shifting others' attention to their preferred topics. In this article, I use a topic model that locates where topic shifts occur within an interaction in order to measure the relative agenda-setting power of actors (Nguyen et al. 2014). Validation exercises show that the model accurately identifies topic shifts and infers coherent topics. Three empirical applications also validate the agenda-setting measure within different political settings: US presidential debates, in-person deliberations, and online discussions. These applications show that successfully setting the agenda can shape an interaction's outcomes, demonstrating the importance of continued research on this form of agenda setting.",2021-07-07T15:39:36Z
doi:10.7910/DVN/MYPI19,5,2973,TRUE,FALSE,TRUE,2,0,2,Replication Data for: The American Political Science Review during the COVID-19 Pandemic,"On June 1, 2020, a little more than two months after the World Health Organization's pandemic declaration, we assumed leadership of the American Political Science Review (APSR), making it difficult to isolate the pandemic's effect on new submissions and review processes. In this research note, we describe submission and review patterns in the two and half years before and after the pandemic's beginning and editorial transition. We offer some tentative conclusions. The timing of the editorial transition and our public commitments to broaden the reach of the journal may help explain why new submissions to the APSR increased during the the pandemic. At the APSR, our commitment to substantive diversity may have also contributed to greater representational diversity among submitting authors. In our experience, reviewers were less likely to complete reviews during the first years of the pandemic, but by inviting more reviewers per manuscript, our team was able to improve review times overall. This strategy may not work as well for smaller journals that already struggle to secure reviews.",2024-01-29T21:53:21Z
doi:10.7910/DVN/MYSRXT,1,0,FALSE,FALSE,FALSE,0,0,0,Voter Turnout in New and Established Democracies 1939-2015,"Replication materials for: Kostelka, Filip. 2017. “Does Democratic Consolidation Lead to a Decline in Voter Turnout? Global Evidence Since 1939.” American Political Science Review. doi: 10.1017/S0003055417000259. The datasets cover 947 elections held in new and established democracies. Article abstract: This article challenges the conventional wisdom that democratic consolidation depresses voter turnout. Studying democratic legislative elections held worldwide between 1939 and 2015, it explains why voting rates in new democracies decrease when they do, how much they decrease, and how this phenomenon relates to the voter decline observed in established democracies. The article identifies three main sources of decline. The first and most important is the democratization context. When democratizations are opposition-driven or occur in electorally mobilized dictatorships, voter turnout is strongly boosted in the founding democratic elections. As time passes and the mobilizing democratization context loses salience, voting rates return to normal, which translates into turnout declines. The second source is the democratic consolidation context, which seems to depress voter turnout only in post-Communist democracies. Finally, new democracies mirror established democracies in that their voting rates have been declining since the 1970s, irrespective of the two previous mechanisms.",2017-08-31T21:07:29Z
doi:10.7910/DVN/MZIKCS,2,441,FALSE,FALSE,TRUE,0,0,1,Replication Data for: What Makes Foreign Policy Teams Tick: Explaining Variation in Group Performance At Geopolitical Forecasting,"Replication data for ""What Makes Foreign Policy Teams Tick: Explaining Variation in Group Performance At Geopolitical Forecasting"" See readme.txt for more detail on individual files.",2018-05-25T00:47:40Z
doi:10.7910/DVN/MZKJDR,1,237,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Encouraging Political Voices of Underrepresented Citizens through Coproduction. Evidence from a Randomized Field Trial,"Not all citizens’ voices are heard with equal strength in the political chorus. Based on studies of policy feedback, we suggest that engaging underrepresented citizens in the production of public services (i.e., making them “coproducers”) increases their political voice. We use a field experiment to test the effect of involving ethnic minorities in the education of their children on their propensity to directly voice their preferences with the education policy through government citizen surveys and their tendency to vote in elections. Among these normally underrepresented citizens, coproduction increased their propensity to voice their preferences to politicians through citizen surveys but not their tendency to vote. The effect on voicing in government citizen surveys tends to be larger within the group that does not later vote in the election. The results indicate how policies involving underrepresented citizens can raise the voices of people who would not otherwise be heard.",2018-02-28T17:51:36Z
doi:10.7910/DVN/N01LDH,3,978,TRUE,FALSE,TRUE,4,0,4,"Replication Data for: U.S. Patronage, State Capacity, and Civil Conflict","Replication data for U.S. Patronage, State Capacity, and Civil Conflict. include all data for replication of the main analysis presented in the manuscript and analysis presented in the online appendix.",2020-12-21T21:47:00Z
doi:10.7910/DVN/N1HOB1,3,818,TRUE,FALSE,TRUE,2,0,1,Replication Data for: Coethnicity and Corruption: Field Experimental Evidence from Public Officials in Malawi,"Corruption is widespread in many developing countries, though public officials' discretion in the solicitation of bribes may expose some citizens to more corruption than others. We focus on how shared ethnicity between government officials and citizens influences the likelihood of bribe solicitation. We conducted a field experiment in which Malawian confederates seek electricity connections from real government offices -- an interaction that is often accompanied by bribe solicitation -- in which coethnicity between the official and the confederate was varied exogenously. We find that coethnicity increases the likelihood of expediting an electricity connection, both with and without a bribe. We interpret this as evidence of parochial corruption.",2019-01-10T17:08:36Z
doi:10.7910/DVN/N1JX6Y,1,952,FALSE,FALSE,TRUE,0,0,1,The Political Economy of Bureaucratic Overload: Evidence from Rural Development Officials in India,"Government programs often fail on the ground because of poor implementation by local bureaucrats. Prominent explanations for poor implementation emphasize bureaucratic rent-seeking and capture. This paper documents a different pathology that we term bureaucratic overload: local bureaucrats are often heavily under-resourced relative to their responsibilities. We advance a two-step theory explaining why bureaucratic overload is detrimental to implementation as well as why politicians under-invest in local bureaucracy, emphasizing a lack of electoral incentives. Drawing on a nationwide survey of local rural development officials across India, including time-usage diaries which measure their daily behavior, we provide quantitative evidence that: i) officials with fewer resources are worse at implementing rural development programs, plausibly because they are unable to allocate enough time to managerial tasks; ii) fewer resources are provided in administrative units where political responsibility for implementation is less clear. The findings shed light on the political economy and bureaucratic behavior underpinning weak local state capacity.",2020-08-06T13:37:34Z
doi:10.7910/DVN/N2OEAQ,3,382,FALSE,FALSE,FALSE,0,0,0,Replication Data and Code for: Exorbitant Privilege Gained and Lost: Fiscal Implications,"This is the replication package for ""Exorbitant Privilege Gained and Lost: Fiscal Implications"" accepted in 2024 by the Journal of Political Economy.",2024-12-17T20:47:20Z
doi:10.7910/DVN/N2XICI,62,14551,TRUE,FALSE,TRUE,3,0,1,Replication Data for: Yellin’ at Yellen: Hostile Sexism in the Federal Reserve Congressional Hearings,"How prevalent is gender bias among U.S. politicians? We analyze the transcripts of every congressional hearing attended by the chair of the U.S. Federal Reserve from 2001 to 2020 to provide a carefully identified effect of sexism, using Janet Yellen as a bundled treatment. We find that legislators who interacted with both Yellen and at least one other male Fed chair over this period interrupt Yellen more, and interact with her using more aggressive tones. Furthermore, we show that the increase in hostility experienced by Yellen relative to her immediate predecessor and successor are absent among those legislators with daughters. Our results point to the important role of societal biases bleeding into seemingly unrelated policy domains, underscoring the vulnerability of democratic accountability and oversight mechanisms to existing gender norms and societal biases.",2024-08-02T18:39:03Z
doi:10.7910/DVN/N4RK1D,2,9310,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Does Voting Have Upstream and Downstream Consequences? Regression Discontinuity Tests of the Transformative Voting Hypothesis,"This contains replication data for ""Does Voting Have Upstream and Downstream Consequences? Regression Discontinuity Tests of the Transformative Voting Hypothesis""",2019-02-07T00:16:09Z
doi:10.7910/DVN/N5DCFF,2,377,TRUE,FALSE,FALSE,2,0,0,"Replication Data for: Citi, Manuele and Justesen, Mogens K. (2020). Redistribution in a political union: The case of the EU.","Replication Data for: Citi, Manuele and Justesen, Mogens K. (2020). Redistribution in a political union: The case of the EU. European Journal of Political Research. Doi: 10.1111/1475-6765.12397",2020-06-01T09:03:33Z
doi:10.7910/DVN/N6LIMH,3,2169,TRUE,FALSE,TRUE,1,0,1,Replication Data for: Playing Politics with Environmental Protection: The Political Economy of Designating Protected Areas,"Protected areas play an important role in biodiversity conservation, but they also carry local costs in the form of constraints on natural resource extraction. We investigate how policymakers make trade-offs between national environmental benefits and local economic costs by examining the designation of protected areas in the Brazilian Amazon. Using a regression discontinuity design, we find causal evidence that the Brazilian government systematically over-designates protected areas in municipalities controlled by opposition mayors relative to municipalities controlled by mayors in the president's political coalition. In addition, we find evidence that this dynamic is likely driven by the economic interests of local elites in safe districts, and not by those of the municipal electorate. These results show that political considerations bias the geographic distribution of protected areas in the world's largest rainforest.",2021-11-17T17:12:48Z
doi:10.7910/DVN/N71MOK,5,726,TRUE,FALSE,TRUE,1,0,1,"Replication Data for: ""Who Supports QAnon? A Case Study in Political Extremism""","Replication materials for ""Who Supports QAnon? A Case Study in Political Extremism"", published in the Journal of Politics.",2021-10-27T05:52:44Z
doi:10.7910/DVN/N9ETAF,3,351,FALSE,FALSE,TRUE,0,0,1,Is Proportional Representation More Favourable to the Left?,"Replication material: Döring, Holger and Philip Manow (2015) Is Proportional Representation More Favourable to the Left? Electoral Rules and Their Impact on Elections, Parliaments and Cabinet Formation British Journal of Political Science -- forthcoming (accepted February 2015)",2015-08-25T08:38:02Z
doi:10.7910/DVN/NAMZXJ,3,3397,TRUE,FALSE,FALSE,3,0,0,The Power to Hurt and the Effectiveness of International Sanctions,"Includes data and code for replication, as well as supplementary online appendix.",2019-02-15T00:57:43Z
doi:10.7910/DVN/NBIKED,2,1152,TRUE,FALSE,TRUE,3,0,1,Replication Data for: How UN Peacekeeping Missions Enforce Peace Agreements,"How do UN peacekeeping missions enforce peace agreements, and what effect do higher rates of enforcement have on agreement implementation and conflict termination? Peace agreement enforcement forms a central component of peacekeeping effectiveness, yet missions are often mandated to enforce a minority of agreement provisions, and they vary across both time and space in the ways in which they do so. I identify the three dimensions along which enforcement operates—the proportion and type of provisions that missions are mandated to enforce, alongside their mandated level of involvement in their implementation—and theorize about their positive effects on agreement implementation and conflict termination. Analyzing the Peacekeeping Enforcement Dataset, an original dataset of the enforcement patterns of all UN peacekeeping missions (1989-2015), I find that each dimension of enforcement has, at various time points, a distinct impact on agreement implementation and preventing conflict recidivism.",2023-11-30T14:24:34Z
doi:10.7910/DVN/NBMH7M,20,3377,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Do Belief Systems Exhibit Dynamic Constraint?,"As described in \citet{Converse:1964}, belief systems are dynamically constrained if a change in one opinion causes a concomitant change in a related opinion. While an enormous literature is dedicated to the study of static constraint (the extent to which individuals hold political views that ``go together''), dynamic constraint is rarely studied, especially using experimental research designs. We offer a new formalization of the theoretical argument that suggests an identification strategy for detecting dynamic constraint. We present evidence from survey experiments conducted with convenience samples of both the mass public and of political elites. Our results indicate that even among respondents whose belief systems are highly constrained in the static sense, a change in one attitude need not precipitate changes in related attitudes. These experimental results affirm and extend Converse's thesis about the limited extent of dynamically constrained ideological thinking in the mass public. The lack of dynamic constraint among our elite sample raises the question of how they come to hold political opinions that are constrained in a static sense. We present an experiment that suggests a potential explanation: elites may be more likely to be chided for expressing inconsistent positions.",2020-12-10T20:18:22Z
doi:10.7910/DVN/NC06GQ,18,3453,TRUE,FALSE,TRUE,1,0,1,Replication Data for: Do Constitutional Rights Make a Difference?,"Although the question of whether constitutional rights matter is of great theoretical and practical importance, little is known about whether constitutional rights impact government behavior. In this paper, we test the effectiveness of six political rights. We hypothesize that there exists a difference between organizational rights–most notably, the rights to unionize and form political parties–and individual rights. Specifically, we suggest that organizational rights increase de facto rights protection, because they create organizations with the incentives and means to protect the underlying right, which renders these rights self-enforcing. Such organizations are not necessarily present to protect individual rights, which could make individual rights less effective. We test our theory using a variety of statistical methods on a dataset of constitutional rights for 186 countries. The results support our theory: organizational rights are associated with increased de facto rights protection.",2015-10-31T21:17:08Z
doi:10.7910/DVN/NC28F3,3,837,TRUE,FALSE,FALSE,6,0,0,"Replication Data for: ""Why do voters support corrupt politicians? Experimental evidence from South Africa""","Replication data and files needed to reproduce results in main text as well as online appendix. For further details, see README file.",2020-03-08T22:37:53Z
doi:10.7910/DVN/NCI9RM,1,951,TRUE,FALSE,FALSE,2,0,0,Replication Data for: James/Petrovsky/Moseley/Boyne (2016 BJPolS): The Politics of Agency Death: Ministers and the Survival of Government Agencies in a Parliamentary System,"Data and code for: James, Oliver, Nicolai Petrovsky, Alice Moseley, and George A. Boyne. 2016. ""The Politics of Agency Death: Ministers and the Survival of Government Agencies in a Parliamentary System."" British Journal of Political Science 46 (4): 763-784.",2016-10-17T08:54:23Z
doi:10.7910/DVN/NCKJRN,1,349,TRUE,FALSE,TRUE,1,0,1,"Replication data for: The Unholy Trinity: Immigration, Unemployment and Extremism in Europe, 1980-2002","In this paper we focus on the ways in which immigration and unemployment interact and affect the probability of voting for an extreme right (ER) party in Europe. We begin by replicating the results from “Contextual Factors and the Extreme Right Vote in Western Europe, 1980-2002” by Arzheimer (2009), which finds that immigration (measured by the number of asylum seekers) and unemployment have positive marginal effects and, counterintuitively, a negative interaction effect. We challenge Arzheimer’s (2009) employment of asylum seekers as a proxy for immigration and instead suggest two alternate, more direct measures: net migration and percent of foreign population. Using these new measures, we find a positive interaction effect between immigration and unemployment.",2011-05-09T00:00:00Z
doi:10.7910/DVN/NCUSPZ,2,825,TRUE,FALSE,TRUE,1,0,2,Replication Data for: The Stability and Durability of the U.S. Supreme Court’s Legitimacy,"Is support for the U.S. Supreme Court stable over time? Recent studies present conflicting evidence about the extent to which dissatisfaction with the Court’s performance affects its public support. Drawing upon a four-year panel study of Americans’ support for the Supreme Court, we demonstrate that the Court’s support has been remarkably stable in the aggregate, though there has been systematic change at the individual level. These individual-level changes are related to respondents’ satisfaction with the Court’s performance and their political orientations. The results both confirm and challenge conventional wisdom, emphasizing the importance of studying individual-level change in attitudes even in the face of aggregate stability.",2019-10-27T01:49:55Z
doi:10.7910/DVN/NDHKSG,1,730,TRUE,FALSE,TRUE,2,0,4,Replication Data for: Unpopular Protest: Mass Mobilization and Attitudes to Democracy in Post-Mubarak Egypt,"Political science has long debated the significance of protest during a democratic transition, but attention has been largely confined to its impact on elite support for democracy. Contributing to scholarship on the attitudinal consequences of mobilization, we examine how protest shaped popular perceptions of democracy during the post-Mubarak transition in Egypt. We do this by matching Wave II of the Arab Barometer survey with geo-referenced protest events reported in Arabic-language newspapers. For identification we use an instrumental variable. Our results show that Egyptians came to hold less favourable attitudes to democracy following sustained protest in their district. We find that this relationship was especially pronounced in areas where protestors launched longer-lasting, static street protests that targeted public space. Qualitative case details illustrate how such tactics could disrupt everyday life and impact livelihoods. These findings highlight one way in which popular support for democracy can be eroded during a transition.",2020-08-06T05:35:29Z
doi:10.7910/DVN/NDHWX0,6,2713,FALSE,FALSE,TRUE,0,0,1,Replication Data for: The Elite-Citizen Gap in International Organisation Legitimacy,"This folder contains replication data and Stata do-files for the purpose of replication of the numerical results in the article “The Elite-Citizen Gap in International Organisation Legitimacy” forthcoming in the American Political Science Review in 2021. The do-files are numbered consecutively in the order they should be run. All auxiliary datasets are saved in this replication package, so that descriptive and explanatory analyses can be directly run with the third and fourth do-file. The data is made available for replication purposes only. Please contact the authors for further information about the full release of the data.",2021-08-27T15:16:51Z
doi:10.7910/DVN/NDPXND,5,1422,TRUE,FALSE,TRUE,1,0,1,Replication Data for Social Mobilisation in Partisan Spaces,"Replication data to reproduce all tables and figures in the manuscript and online appendix of ""Social Mobilisation in Partisan Spaces"". See readme.md for more information.",2020-07-20T17:19:17Z
doi:10.7910/DVN/NE0Y2I,2,7664,TRUE,FALSE,TRUE,6,0,3,Replication Data for: Serious Conflicts with Benign Outcomes? The Electoral Consequences of Conflictual Cabinet Terminations,This is the do file for generating the additional variables for the PAGED dataset and the codes for the regression analyses,2023-10-17T14:22:21Z
doi:10.7910/DVN/NEIYVD,10,2438,FALSE,FALSE,TRUE,0,0,3,"Ideology, Grandstanding, and Strategic Party Disloyalty in British Parliament","Replication data for ""Ideology, Grandstanding, and Strategic Party Disloyalty in British Parliament""",2017-12-13T14:24:43Z
doi:10.7910/DVN/NFXJJQ,6,380,FALSE,FALSE,TRUE,0,0,1,Replication data for: Estimating Ideal Points in the British House of Commons,NA,2012-06-16T00:00:00Z
doi:10.7910/DVN/NFZLI3,4,2141,TRUE,FALSE,TRUE,3,0,1,Replication for: Deliberative Democracy in an Unequal World: A Text-As-Data Study of South India’s Village Assemblies,"Gram Sabha Transcript Data: The data consists of recorded, transcribed, and translated proceedings from gram sabha assemblies (village meetings) conducted on Republic Day 2014. The sample includes 50 village assemblies across 9 districts in the Indian State of Tamil Nadu. These villages were part of a broader impact evaluation of the Pudhu Vaazhvu Project. From these 50 villages, we collected two forms of data with the assistance of local women, who were trained as field enumerators: (1) full audio recordings of the gram sabha, and (2) a standardized questionnaire on the attendance of citizens and local officials, the nature of issues raised, and demographic data on who raised these issues. This survey data also included a roster of state and local government officials in attendance, the physical location of the assembly, and attendance at regular intervals. Abstract: This paper opens the ""black box"" of deliberation by using text-as-data methods on a corpus of transcripts from the constitutionally mandated gram sabhas, or village assemblies, of rural India. Drawing on normative theories of deliberation, we identify empirical standards for ""good"" deliberation based on one's ability both to speak and to be heard, and use natural language processing methods to generate these measures. We first show that these assemblies are not mere ""talking shops,"" but rather, provide opportunities for citizens to challenge their elected officials, demand transparency, and provide information about local development needs. Second, we find that women are at a disadvantage relative to men; they are less likely to speak, set the agenda, and receive a relevant response from state officials. And finally, we show that quotas for women for village presidencies improve the likelihood that female citizens are heard.",2019-05-14T13:12:10Z
doi:10.7910/DVN/NGFLRO,3,4485,TRUE,FALSE,TRUE,5,0,1,"Replication Data for: ""Does Competence Make Citizens Tolerate Undemocratic Behavior?""","Data and code to replicate findings in ""Does Competence Make Citizens Tolerate Undemocratic Behavior?"" by Kristian Vrede Skaaning Frederiksen, forthcoming in the American Political Science Review",2022-02-22T18:12:06Z
doi:10.7910/DVN/NGMCDS,5,904,FALSE,FALSE,TRUE,0,0,1,"Replication Data for: Causal Effects, Migration and Legacy Studies","Political scientists have long been interested in the persistent effects of history on contemporary behavior and attitudes. To estimate legacy effects, studies often compare people living in places that were historically exposed to some event and those that were not. Using principal stratification, we provide a formal framework to analyze how migration limits our ability to learn about the persistent effects of history from observed differences between historically exposed and unexposed places. We state the necessary assumptions about movement behavior to causally identify legacy effects. We highlight that these assumptions are strong; therefore, we recommend that legacy studies circumvent bias by collecting data on people's place of residence at the exposure time. Reexamining a study on the persistent effects of US civil-rights protests, we show that observed attitudinal differences between residents and non-residents of historic protest sites are more likely due to migration rather than attitudinal change.",2023-05-17T13:49:40Z
doi:10.7910/DVN/NGTWWJ,24,3349,FALSE,FALSE,TRUE,0,0,3,Replication Data for: Strategic Candidate Entry and Congressional Elections in the Era of Fox News,"Elections are designed to give voters the ability to hold elected officials accountable for their actions. For this to work, voters must be presented with credible alternatives from which to choose. In the U.S., as in other weak-party systems, the decision to challenge an incumbent representative rests with individual, strategic-minded politicians who carefully weigh the available information. We investigate the role that one source of information --- partisan media --- plays in shaping electoral competition. We hypothesize that the haphazard expansion of the conservative Fox News Channel in the decade after its 1996 launch influenced congressional elections by affecting the decision calculus of high-quality potential candidates. Using congressional district-level data on the local availability of Fox News, we find that Fox News altered Republican potential candidates' perceptions about the vulnerability of Democratic incumbents, thereby changing their entry patterns.",2019-09-05T16:22:19Z
doi:10.7910/DVN/NIBSUD,16,2094,TRUE,FALSE,TRUE,2,0,1,Replication Data for: A Categorization Theory of Spatial Voting: How the Center Divides the Political Space,See the readme.txt file for details.,2016-01-26T09:15:07Z
doi:10.7910/DVN/NIGQBX,1,354,TRUE,FALSE,TRUE,1,0,2,Replication Data for: Money in Exile: Campaign Contributions and Committee Access,"Replication data for the ``Money in Exile: Campaign Contributions and Committee Access"" Eleanor Powell and Justin Grimmer",2016-03-14T16:58:46Z
doi:10.7910/DVN/NIMLAR,9,4795,TRUE,FALSE,TRUE,2,0,2,"Replication Data for: ""Where Self-Interest Trumps Ideology: Liberal Homeowners and Local Opposition to Housing Development""","Replication files for ""Where Self-Interest Trumps Ideology: Liberal Homeowners and Local Opposition to Housing Development."" Also available at http://github.com/wpmarble/homeowners.",2020-05-19T00:23:33Z
doi:10.7910/DVN/NIWSMI,1,100,FALSE,FALSE,FALSE,0,0,0,Replication Data for: Rebel Leader Ascension and Wartime Sexual Violence,Contains replication data for: Rebel Leader Ascension and Wartime Sexual Violence.,2019-10-26T13:56:04Z
doi:10.7910/DVN/NJIIPR,2,1102,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Participation, Development, and Accountability: A Survey Experiment on Democratic Decision-Making in Kenya",These files provide the full dataset and replication code for the tables in the main document and appendix of the article.,2023-01-26T15:04:59Z
doi:10.7910/DVN/NJIXYY,5,2253,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Attacks without Consequence? Candidates, Parties, Groups, and the Changing Face of Negative Advertising","Prior work finds that voters punish candidates for sponsoring attack ads. What remains unknown is the extent to which a negative ad is more effective if it is sponsored by a party or an independent group instead.We conducted three experiments in which we randomly assigned participants to view a negative ad that was identical except for its sponsor. We find that candidates can benefit from having a party or group “do their dirty work,” but particularly if a group does, and that the most likely explanation for why this is the case is that many voters simply do not connect candidates to the ads sponsored by parties and groups. We also find that in some circumstances, a group-sponsored attack ad produces less polarization than one sponsored by a party. We conclude by discussing the implications our research has for current debates about the proper role of independent groups in electoral politics.",2022-11-29T13:51:33Z
doi:10.7910/DVN/NJKKHL,1,114,FALSE,FALSE,FALSE,0,0,0,Replication data for: Presidential Control of High Courts in Latin America: A Long-Term View (1904-2006),"In many Latin American countries the executive branch manipulates the composition of the Supreme Court, and judicial independence has remained elusive. Because high courts can exercise judicial review and influence lower courts, incoming presidents often force the resignation of adversarial justices or “pack” the courts with friends. One indicator of this problem has been the high turnover among members of the high courts. In this paper we offer systematic evidence to compare this problem across countries and to place this issue in historical perspective. Our analysis covers 11 Latin American countries (Argentina, Brazil, Chile, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Panama, and Uruguay) between 1904 and 2006. We model the entrance of new justices to the Supreme Court as a function of “natural” (legal and biological) factors, political conditions empowering the president to reshuffle the Court, and institutional incentives promoting executive encroachment on the judiciary.",2010-04-01T00:00:00Z
doi:10.7910/DVN/NJRZXP,24,2134,FALSE,FALSE,TRUE,0,0,2,Replication Data for: A Disconnect in Representation? Comparison of Trends in Congressional and Public Polarization,"The files here reproduce the results and analysis presented in Hill, Seth J. and Chris Tausanovitch. 2015. ""A Disconnect in Representation? Comparison of Trends in Congressional and Public Polarization."" Journal of Politics.",2015-05-15T16:30:15Z
doi:10.7910/DVN/NJWJ0D,8,2980,FALSE,FALSE,TRUE,0,0,1,"Replication Data for ""Politicians’ Labor Market Experiences across Party Families""","This replication package provides all of the do-files necessary to run the analysis along with the log-files for each do-files. As the data can only be accessed through the secure servers of statistics Sweden by project members any replication would require the order of the data. However, the authors can be contacted for specific replication requests.",2024-01-24T19:10:34Z
doi:10.7910/DVN/NK4SQT,2,839,TRUE,FALSE,TRUE,2,0,2,Economic Responsiveness and the Political Conditioning of the Electoral Cycle,"Replication dataset for ""Economic Responsiveness and the Political Conditioning of the Electoral Cycle""",2018-02-20T19:34:57Z
doi:10.7910/DVN/NKCDCO,2,2377,TRUE,FALSE,TRUE,1,0,1,Replication Data for: Policy Networks Across Political Systems,"Polities shape power structures and interaction patterns between actors in policymaking processes. Although the social fabric of interactions is key to successful policymaking, it remains unclear which relational structures are typically found across political systems. By adopting a network approach, we analyze differences in power structures and interac- tion patterns across four policy networks in German and Swiss consensual-federal, French majoritarian-unitary, and hybrid Dutch consensual-unitary democracies. Using survey data from 149 state and non-state actors, we fit exponential random graph models and calcu- late predicted probabilities to compare the four networks. Results show that the consen- sus democracies institutionalize neighborhoods of networks where actors share power and collaborate with opponents. Our case of a majoritarian democracy illustrates power con- centration with restricted access to competitors, limiting the need to interact and search for compromises with opponents. Findings allow future work to differentiate typical from atypical network structures, given the embeddedness into a political system.",2022-01-04T16:47:34Z
doi:10.7910/DVN/NKETXF,23,3911,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Embedding Regression: Models for Context-Specific Description and Inference,"Replication Data for: ""Embedding Regression: Models for Context-Specific Description and Inference"". All necessary data and estimated models are available in the following Dropbox folder: https://www.dropbox.com/sh/7al371qtr9102qq/AADKhjhYgnFCxOOQaugQloTBa?dl=0 Keep in mind the folder is quite large at 12.59 GB. Paper Abstract: Social scientists commonly seek to make statements about how word use varies over circumstances—including time, partisan identity, or some other document-level covari- ate. For example, researchers might wish to know how Republicans and Democrats diverge in their understanding of the term “immigration.” Building on the success of pretrained language models, we introduce the `a la Carte on Text (conText) embed- ding regression model for this purpose. This fast and simple method produces valid vector representations of how words are used—and thus what words “mean”—in dif- ferent contexts. We show that it outperforms slower, more complicated alternatives, and works well even with very few documents. The model also allows for hypothesis testing and statements about statistical significance. We demonstrate that it can be used for a broad range of important tasks, including understanding US polarization, historical legislative development, and sentiment detection. We provide open-source software for fitting the model.",2023-01-19T20:12:33Z
doi:10.7910/DVN/NKJR7Z,1,222,FALSE,FALSE,FALSE,0,0,0,Reconsidering the Relationship between Authoritarianism and Republican Support in 2016 and Beyond,Data set allows for a replication of tables / analyses presented in the paper: Reconsidering the Relationship between Authoritarianism and Republican Support in 2016 and Beyond,2020-01-28T18:34:31Z
doi:10.7910/DVN/NKN0E8,1,370,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: ""Does Immigration Induce Terrorism?""","There is a heated debate on whether immigration is associated with domestic and transnational terrorism. As of yet, however, we lacked rigorous evidence that could inform this debate. As a contribution to address this shortcoming, we report spatial-econometric analyses of migrant inflows and the number of terrorist attacks in 145 countries between 1970 and 2000. The results suggest that migrants stemming from terrorist-prone states moving to another country are indeed an important vehicle through which terrorism does diffuse. Having said that, the findings also highlight that migrant inflows per se actually lead to a lower level of terrorist attacks. This research significantly improves our understanding of international and domestic terrorism, and has critical implications for the scholastic approach to terrorism as well as for countries' immigration policies worldwide.",2015-10-30T13:05:07Z
doi:10.7910/DVN/NM0XLV,2,602,FALSE,FALSE,TRUE,0,0,2,"Replication Data for: ""State Support for Religion and Government Legitimacy in Christian-Majority Countries""","This is the replication material for ""State Support for Religion and Government Legitimacy in Christian-Majority Countries"".",2023-02-07T14:32:51Z
